destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes/s,flow_packets/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,fwd_header_length,bwd_header_length,fwd_packets/s,bwd_packets/s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,ece_flag_count,down/up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label,is_intrusion
5850,45,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,177777.7778,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,99143747,6,6,371,11595,353,0,61.83333333,142.6722351,5792,0,1932.5,2181.008184,120.6934412,0.121036378,9013067.909,29900000.0,99100000,1,99100000,19800000.0,44300000.0,99100000,1,20271,4054.2,8811.919127,19817,45,0,164,200,0.060518189,0.060518189,0,5792,920.9230769,1714.90483,2940898.577,1,0,0,0,0,0,0,1,997.6666667,61.83333333,1932.5,164,6,371,6,11595,0,235,3,20,10978.0,0.0,10978,10978,99100000.0,0.0,99100000,99100000,dos,1
80,486590,35,42,329,67077,329,0,9.4,55.6111499611,2896,0,1597.0714285714,625.870258232,138527.302246244,158.2441069484,6402.5,26476.7950711562,120697,1,486540,14310.0,38558.5455394937,121975,1,365893,8924.2195121951,30795.8371606555,120810,49,0,1128,1352,71.929139522,86.3149674264,0,2896,864.1794871795,919.0931123581,844732.149184149,0,0,0,1,0,0,0,1,875.4025974026,9.4,1597.0714285714,1128,35,329,42,67077,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,30696,2,2,70,126,35,35,35.0,0.0,63,63,63.0,0.0,6385.1967683086,130.3101381287,10232.0,17717.147710622,30690,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,64,64,65.1550690644,65.1550690644,35,63,46.2,15.3362316101,235.2,0,0,0,0,0,0,0,1,57.75,35.0,63.0,64,2,70,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,15969,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,751.4559459,250.4853153,5323.0,8690.91635,15354,50,615,615.0,0.0,615,615,15919,15919.0,0.0,15919,15919,0,40,64,125.2426576,125.2426576,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,1,4.5,6.0,0.0,40,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,dos,1
53,517,1,1,81,159,81,81,81.0,0.0,159,159,159.0,0.0,464216.6344294,3868.4719535783,517.0,0.0,517,517,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,40,1934.2359767892,1934.2359767892,81,159,107.0,45.0333209968,2028.0,0,0,0,0,0,0,0,1,160.5,81.0,159.0,40,1,81,1,159,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,93020,2,2,90,284,45,45,45.0,0.0,142,142,142.0,0.0,4020.6407224253,43.0015050527,31006.6666666667,53699.9258969073,93014,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,64,64,21.5007525263,21.5007525263,45,142,83.8,53.129088078,2822.7,0,0,0,0,0,0,0,1,104.75,45.0,142.0,64,2,90,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,278985,4,6,225,4595,213,0,56.25,104.5382705042,1663,0,765.8333333333,837.8349280537,17276.914529455,35.8442210155,30998.3333333333,65158.5620141359,201431,35,77554,25851.3333333333,24365.3690785371,48445,35,249988,49997.6,85605.1881535226,201513,49,0,92,132,14.3376884062,21.5065326093,0,1663,438.1818181818,704.4320858936,496224.563636364,0,0,0,1,0,0,0,1,482.0,56.25,765.8333333333,92,4,225,6,4595,8192,946,3,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,162785,11,7,2068,479,1368,0,188.0,414.7076078395,341,0,68.4285714286,130.7336441559,15646.404767024,110.5752987069,9575.5882352941,13044.8659827287,41775,3,162785,16278.5,22362.7641466295,62119,3,135487,22581.1666666667,13166.2433277935,41775,426,0,364,232,67.5737936542,43.0015050527,0,1368,134.0526315789,325.1069009972,105694.497076023,0,0,0,1,0,0,0,0,141.5,188.0,68.4285714286,364,11,2068,7,479,65535,383,6,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,84615518,5,6,315,11595,303,0,63.0,134.1976155,7251,0,1932.5,3131.772645,140.7543236,0.129999795,8461551.8,26700000.0,84400000,2,84400000,21100000.0,42200000.0,84400000,48,84600000,16900000.0,37700000.0,84400000,2,0,144,200,0.059090816,0.070908979,0,7251,993.0,2329.780832,5427878.727,1,0,0,0,0,0,0,1,1083.272727,63.0,1932.5,144,5,315,6,11595,0,235,2,20,13998.0,0.0,13998,13998,84400000.0,0.0,84400000,84400000,dos,1
53,78098,4,2,120,424,30,30,30.0,0.0,212,212,212.0,0.0,6965.6073138877,76.8265512561,15619.6,26898.0107870452,62120,3,62127,20709.0,35862.9779996029,62120,3,3,3.0,0.0,3,3,0,104,40,51.2177008374,25.6088504187,30,212,82.0,88.8069066383,7886.6666666667,0,0,0,0,0,0,0,0,95.6666666667,30.0,212.0,104,4,120,2,424,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,5718744,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.196725715,0.699454286,1906248.0,3301177.988,5718120,257,5718744,1906248.0,3301177.988,5718120,257,0,0.0,0.0,0,0,0,80,0,0.699454286,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,624.0,0.0,624,624,5718120.0,0.0,5718120,5718120,ddos,1
3030,15,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,533333.3333,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,66666.66667,66666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,98491531,6,6,344,11595,326,0,57.33333333,131.6520667,10147,0,1932.5,4065.734263,121.2185442,0.121837887,8953775.545,29700000.0,98500000,3,98500000,19700000.0,44000000.0,98500000,21,98500000,19700000.0,44000000.0,98500000,3,0,164,200,0.060918943,0.060918943,0,10147,918.8461538,2801.623275,7849092.974,1,0,0,0,0,0,0,1,995.4166667,57.33333333,1932.5,164,6,344,6,11595,0,235,3,20,13010.0,0.0,13010,13010,98500000.0,0.0,98500000,98500000,dos,1
443,2598830,8,10,1121,5274,767,0,140.125,264.2630926612,1646,0,527.4,684.3795568088,2460.7227098348,6.9261937102,152872.352941176,423801.560972075,1776623,3,822204,117457.714285714,126595.638557988,320422,165,2470426,274491.777777778,640779.451083167,1967708,3,0,172,212,3.0783083157,3.8478853946,0,1646,336.5789473684,552.2875977634,305021.590643275,0,0,0,1,0,0,0,1,355.2777777778,140.125,527.4,172,8,1121,10,5274,8192,1004,7,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,406807,1,1,51,154,51,51,51.0,0.0,154,154,154.0,0.0,503.9244654099,4.9163362479,406807.0,0.0,406807,406807,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,32,2.458168124,2.458168124,51,154,85.3333333333,59.4670777265,3536.3333333333,0,0,0,0,0,0,0,1,128.0,51.0,154.0,40,1,51,1,154,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,15904030,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,0.7545257397,0.12575429,15904030.0,0.0,15904030,15904030,15904030,15904030.0,0.0,15904030,15904030,0,0.0,0.0,0,0,0,40,0,0.12575429,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,9.0,6.0,0.0,40,2,12,0,0,298,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,100583827,10,6,380,11595,380,0,38.0,120.1665511,8688,0,1932.5,3384.303045,119.0549252,0.159071299,6705588.467,25700000.0,99400000,1,100000000,11200000.0,33100000.0,99400000,1,151602,30320.4,61019.53335,139085,48,0,336,200,0.099419562,0.059651737,0,8688,704.4117647,2112.225457,4461496.382,0,0,0,0,1,0,0,0,748.4375,38.0,1932.5,336,10,380,6,11595,274,235,1,32,987.0,0.0,987,987,99400000.0,0.0,99400000,99400000,dos,1
80,1827903,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,6364.12326,4.376599852,261129.0,690430.8842,1826879,2,853,426.5,325.9762261,657,196,1827862,456965.5,913275.7675,1826879,2,0,72,112,1.641224945,2.735374908,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
443,5343285,7,4,299,145,217,0,42.7142857143,79.4558877317,145,0,36.25,72.5,83.0949500167,2.0586586716,534328.5,1543222.6344548,4923760,18,5343285,890547.5,2046072.31632049,5065943,18,316071,105357.0,85904.9368837438,165178,6921,0,232,136,1.3100555183,0.7486031533,0,217,37.0,70.8699192503,5022.5454545455,0,0,0,1,0,0,0,0,40.3636363636,42.7142857143,36.25,232,7,299,4,145,29200,119,3,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,8475769,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.831601475,0.471933579,2825256.333,4892630.173,8474779,4,8475769,2825256.333,4892630.173,8474779,4,0,0.0,0.0,0,0,0,80,0,0.471933579,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,990.0,0.0,990,990,8474779.0,0.0,8474779,8474779,ddos,1
80,1354653,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,8587.438997,5.90557139,193521.8571,511616.9725,1353760,3,715,357.5,352.8462838,607,108,1354637,338659.25,676733.9029,1353760,3,0,72,112,2.214589271,3.690982119,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
53,164,2,2,84,212,42,42,42.0,0.0,106,106,106.0,0.0,1804878.04878049,24390.243902439,54.6666666667,89.4892917244,158,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,64,64,12195.1219512195,12195.1219512195,42,106,67.6,35.0542436803,1228.8,0,0,0,0,0,0,0,1,84.5,42.0,106.0,64,2,84,2,212,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,60261,1,1,56,141,56,56,56.0,0.0,141,141,141.0,0.0,3269.1126931183,33.1889613515,60261.0,0.0,60261,60261,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,40,16.5944806757,16.5944806757,56,141,84.3333333333,49.0747728811,2408.3333333333,0,0,0,0,0,0,0,1,126.5,56.0,141.0,32,1,56,1,141,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,145,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,1268965.51724138,27586.2068965517,48.3333333333,77.655220902,138,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,64,64,13793.1034482759,13793.1034482759,38,54,44.4,8.7635609201,76.8,0,0,0,0,0,0,0,1,55.5,38.0,54.0,64,2,76,2,108,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,2096812,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,11.44594747,1.907657911,698937.3333,1209908.216,2096019,328,2096812,698937.3333,1209908.216,2096019,328,0,0.0,0.0,0,0,0,80,0,1.907657911,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
53,210,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1542857.14285714,19047.619047619,70.0,116.0474041071,204,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,40,40,9523.8095238095,9523.8095238095,30,132,70.8,55.8677008655,3121.2,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
20222,17,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,352941.1765,117647.0588,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,58823.52941,58823.52941,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,85175251,8,7,366,11595,366,0,45.75,129.400541,5792,0,1656.428571,1947.638216,140.4281157,0.176107494,6083946.5,22700000.0,85000000,1,85000000,12100000.0,32100000.0,85000000,1,145609,24268.16667,51323.89596,128121,47,0,264,232,0.093923997,0.082183497,0,5792,747.5625,1486.795613,2210561.196,0,0,0,0,1,0,0,0,797.4,45.75,1656.428571,264,8,366,7,11595,274,235,1,32,999.0,0.0,999,999,85000000.0,0.0,85000000,85000000,dos,1
443,61538369,79,110,2468,188761,680,0,31.2405063291,103.1663102421,4380,0,1716.0090909091,987.8016319772,3107.4759228669,3.0712546184,327331.75,1760697.32851934,9999727,2,61538369,788953.448717949,2688162.69529893,10050600,39,61487309,564103.752293578,2300031.60319277,10050774,2,0,1592,2284,1.2837519304,1.787502688,0,4380,1006.4684210526,1123.8489592132,1263036.48312448,0,0,0,1,0,0,0,1,1011.7936507937,31.2405063291,1716.0090909091,1592,79,2468,110,188761,8192,137,78,20,211334.0,392988.786473609,1013519,50871,9996681.16666667,7396.5926862757,9999727,9981583,benign,0
443,133996,8,5,518,4133,198,0,64.75,78.4724701499,1430,0,826.6,754.7826177119,34709.9913430252,97.0178214275,11166.3333333333,14861.9091905407,37197,3,133996,19142.2857142857,15444.9152767104,37708,3,47816,11954.0,23363.5858549153,46998,48,0,172,112,59.7032747246,37.3145467029,0,1430,332.2142857143,570.1985050531,325126.335164835,0,0,0,1,0,0,0,0,357.7692307692,64.75,826.6,172,8,518,5,4133,8192,343,7,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,109009218,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.146776578,0.036694145,36300000.0,62900000.0,109000000,43,109000000,109000000.0,0.0,109000000,109000000,109000000,109000000.0,0.0,109000000,109000000,1,64,64,0.018347072,0.018347072,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,1,6.0,8.0,0.0,64,2,16,2,0,229,235,1,32,43.0,0.0,43,43,109000000.0,0.0,109000000,109000000,dos,1
53,31273,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,6011.5754804464,127.9058612861,10424.3333333333,18049.4127974661,31266,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,88,64,63.952930643,63.952930643,39,55,45.4,8.7635609201,76.8,0,0,0,0,0,0,0,1,56.75,39.0,55.0,88,2,78,2,110,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
389,401,10,4,165,326,79,0,16.5,33.0126238481,163,0,81.5,94.1080938779,1224438.90274314,34912.7182044888,30.8461538462,25.3010083918,68,1,401,44.5555555556,41.0460446058,129,1,272,90.6666666667,116.2425624861,222,1,0,336,144,24937.6558603491,9975.0623441397,0,163,32.7333333333,59.5200646441,3542.6380952381,0,0,0,1,0,0,0,0,35.0714285714,16.5,81.5,336,10,165,4,326,29200,2081,3,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
1069,97,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,61855.6701,20618.5567,97.0,0.0,97,97,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,10309.27835,10309.27835,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,5130786,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.779607647,1710262.0,2961571.336,5129990,113,5130786,2565393.0,3626887.859,5129990,796,0,0.0,0.0,0,0,0,104,40,0.584705735,0.194901912,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,web_attack,1
80,83543298,7,6,333,11595,333,0,47.57142857,125.8621695,5792,0,1932.5,2534.051598,142.7762644,0.155607934,6961941.5,24100000.0,83400000,1,83400000,13900000.0,34000000.0,83400000,1,148596,29719.2,59181.42589,135118,50,0,232,200,0.083788888,0.071819046,0,5792,852.0,1849.37948,3420204.462,0,0,0,0,1,0,0,0,917.5384615,47.57142857,1932.5,232,7,333,6,11595,251,235,1,32,7.0,0.0,7,7,83400000.0,0.0,83400000,83400000,dos,1
53,30635,1,1,50,115,50,50,50.0,0.0,115,115,115.0,0.0,5385.9964093357,65.2848049616,30635.0,0.0,30635,30635,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,32.6424024808,32.6424024808,50,115,71.6666666667,37.5277674973,1408.3333333333,0,0,0,0,0,0,0,1,107.5,50.0,115.0,32,1,50,1,115,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,3365943,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.912806901,1.485467817,841485.75,1682298.9,3364934,1,3365943,841485.75,1682298.9,3364934,1,0,0.0,0.0,0,0,0,100,0,1.485467817,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,97184814,6,7,343,11595,343,0,57.16666667,140.0291636,4344,0,1656.428571,1757.579003,122.8381216,0.133765755,8098734.5,28000000.0,97000000,11,97100000,19400000.0,43400000.0,97000000,215,145197,24199.5,53477.45481,132932,11,0,200,232,0.061738041,0.072027714,0,4344,852.7142857,1459.155152,2129133.758,0,0,0,0,1,0,0,1,918.3076923,57.16666667,1656.428571,200,6,343,7,11595,251,235,1,32,459.0,0.0,459,459,97000000.0,0.0,97000000,97000000,dos,1
80,98530812,6,6,358,11595,358,0,59.66666667,146.152888,7240,0,1932.5,2695.639126,121.3123058,0.121789314,8957346.545,29700000.0,98500000,1,98500000,19700000.0,44000000.0,98500000,1,33551,6710.2,10140.01633,23140,84,0,200,200,0.060894657,0.060894657,0,7240,919.4615385,1997.446896,3989794.103,0,0,0,0,1,0,0,1,996.0833333,59.66666667,1932.5,200,6,358,6,11595,274,235,1,32,4.0,0.0,4,4,98500000.0,0.0,98500000,98500000,dos,1
80,85754458,7,6,369,11595,351,0,52.71428571,131.5658445,7251,0,1932.5,3131.772645,139.5146128,0.151595617,7146204.833,24400000.0,84700000,2,85800000,14300000.0,34500000.0,84700000,2,85800000,17200000.0,38300000.0,85800000,10,0,204,200,0.081628409,0.069967208,0,7251,855.0,2172.137055,4718179.385,1,0,0,0,0,0,0,0,920.7692308,52.71428571,1932.5,204,7,369,6,11595,0,235,3,20,9010.0,0.0,9010,9010,84700000.0,0.0,84700000,84700000,dos,1
53,301,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1083056.47840532,13289.0365448505,100.3333333333,92.4626050538,187,3,3,3.0,0.0,3,3,187,187.0,0.0,187,187,0,40,40,6644.5182724253,6644.5182724253,51,112,75.4,33.4110760078,1116.3,0,0,0,0,0,0,0,1,94.25,51.0,112.0,40,2,102,2,224,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,261670,6,6,352,3782,208,0,58.6666666667,87.8604954838,1460,0,630.3333333333,677.217148828,15798.5248595559,45.8592884167,23788.1818181818,39694.4365794961,86041,48,261670,52334.0,46892.6464650909,87945,106,176014,35202.8,47093.5034128913,87968,48,0,132,132,22.9296442084,22.9296442084,0,1460,318.0,533.9843942788,285139.333333333,0,0,0,1,0,0,0,1,344.5,58.6666666667,630.3333333333,132,6,352,6,3782,8192,60,5,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,135796,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,85621.07868,58.91189726,19399.42857,48679.67023,129710,71,5453,2726.5,3755.444115,5382,71,135682,33920.5,63905.58628,129710,202,0,72,112,22.09196147,36.81993579,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,1,1453.375,8.666666667,2320.2,72,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,85425070,5,7,323,11595,311,0,64.6,137.7744534,4344,0,1656.428571,1760.597234,139.5140794,0.140473985,7765915.455,25700000.0,85300000,4,85300000,21300000.0,42600000.0,85300000,4,85400000,14200000.0,34800000.0,85300000,16,0,144,232,0.058530827,0.081943158,0,4344,917.2307692,1499.007291,2247022.859,1,0,0,0,0,0,0,1,993.6666667,64.6,1656.428571,144,5,323,7,11595,0,235,2,20,10015.0,0.0,10015,10015,85300000.0,0.0,85300000,85300000,dos,1
80,84344292,5,7,372,11595,360,0,74.4,159.6834368,5792,0,1656.428571,2119.480114,141.8827489,0.142274002,7667662.909,25400000.0,84200000,1,84200000,21100000.0,42100000.0,84200000,1,84300000,14100000.0,34400000.0,84200000,46,0,144,232,0.059280834,0.082993168,0,5792,921.0,1714.206328,2938503.333,1,0,0,0,0,0,0,1,997.75,74.4,1656.428571,144,5,372,7,11595,0,235,2,20,8991.0,0.0,8991,8991,84200000.0,0.0,84200000,84200000,dos,1
80,1086127,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,10710.53385,7.365621147,155161.0,410175.6927,1085352,48,471,235.5,265.1650429,423,48,1086068,271517.0,542556.6931,1085352,60,0,72,112,2.76210793,4.603513217,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,1337278,3,5,26,11607,20,0,8.666666667,10.26320288,8760,0,2321.4,3802.315321,8699.013967,5.982301361,191039.7143,504924.19,1336100,11,877,438.5,502.7529214,794,83,1337239,334309.75,667860.2911,1336100,11,0,72,112,2.243363011,3.738938351,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
22,13381454,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,355.1930904,3.736514732,273090.898,721282.2395,2693126,3,11400000,631831.6111,1046926.03,2736974,544,13400000,446044.3333,883964.2222,2693126,3,0,616,1000,1.419875598,2.316639134,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,1,95.06,105.6842105,88.5483871,616,19,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,brute_force,1
80,1758224,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,6612.923041,5.1188017,219778.0,619566.9981,1753125,15,3735,1867.5,2573.161577,3687,48,1758141,351628.2,783461.9697,1753125,15,0,72,132,1.706267233,3.412534467,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,2,1291.888889,8.666666667,1933.5,72,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
1062,70,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,85714.28571,28571.42857,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,14285.71429,14285.71429,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,99300686,8,6,760,11595,377,0,95.0,174.0664898,5792,0,1932.5,2181.008184,124.4200871,0.140985934,7638514.308,27400000.0,98900000,1,99200000,14200000.0,37400000.0,98900000,1,363449,72689.8,103824.9754,223978,46,0,252,200,0.080563391,0.060422543,0,5792,823.6666667,1610.217672,2592800.952,0,0,0,0,1,0,0,0,882.5,95.0,1932.5,252,8,760,6,11595,251,235,3,20,5.0,0.0,5,5,98900000.0,0.0,98900000,98900000,dos,1
80,83843137,8,6,415,11595,415,0,51.875,146.7246571,5792,0,1932.5,2181.008184,143.2436861,0.166978485,6449472.077,23200000.0,83700000,0,83700000,12000000.0,31600000.0,83700000,0,152465,30493.0,60476.38948,138136,46,0,264,200,0.095416277,0.071562208,0,5792,800.6666667,1620.130932,2624824.238,0,0,0,0,1,0,0,0,857.8571429,51.875,1932.5,264,8,415,6,11595,251,235,1,32,6.0,0.0,6,6,83700000.0,0.0,83700000,83700000,dos,1
714,53,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,113207.5472,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,18867.92453,18867.92453,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,30769,2,2,82,182,41,41,41.0,0.0,91,91,91.0,0.0,8580.0643504826,130.0009750073,10256.3333333333,17681.3519939323,30673,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,64,80,65.0004875037,65.0004875037,41,91,61.0,27.3861278753,750.0,0,0,0,0,0,0,0,1,76.25,41.0,91.0,64,2,82,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
7435,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,141,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,2312056.73758865,28368.7943262411,47.0,77.9487010796,137,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,40,40,14184.3971631206,14184.3971631206,51,112,75.4,33.4110760078,1116.3,0,0,0,0,0,0,0,1,94.25,51.0,112.0,40,2,102,2,224,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
